,stop_name,next_stop_name,Unnamed: 0,trip_id,stop_id,stop_sequence,route_short_name,next_stop_id,totalTripTime,osm_distance,OriginLat,OriginLon,DestLat,DestLon
553,Hannover Hbf,Hamburg-Harburg,13976,29525,632004,7,ICE 25,23166.0,339.0,153.02473044043293,52.376762,9.741021,53.45627,9.992209
554,Hannover Hbf,Hamm(Westf)Hbf,9728,23625,516311,4,ICE 10,185544.0,267.0,176.0943704906313,52.377796,9.741915,51.678474,7.807276
555,Hannover Hbf,Herford,10793,675070,516311,6,ICE 10,513363.0,298.0,95.06052507972952,52.377796,9.741915,52.119453,8.663415
556,Hannover Hbf,Langenhagen Mitte,37140,161990,262643,0,ICE 26,373850.0,245.0,9.993733161840389,52.37715,9.741295,52.440155,9.725539
557,Hannover Hbf,Lüneburg,14059,352771,255162,7,ICE 25,618982.0,321.0,128.10334534798267,52.37726,9.74143,53.249535,10.419739
558,Hannover Hbf,Minden(Westf),9711,23485,516311,4,ICE 10,240061.0,298.0,63.89554285045661,52.377796,9.741915,52.29061,8.934859
559,Hannover Hbf,Nienburg(Weser),20748,4822,43645,8,IC 56,488107.0,372.0,55.05612853053916,52.377613,9.741834,52.64541,9.218015
560,Hannover Hbf,Osnabrück Hbf,40303,875590,98975,3,ICE 14,479312.0,304.0,132.56850953240718,52.37751,9.741717,52.272697,8.061522
561,Hannover Hbf,Peine,21188,830105,602659,11,IC 56,43801.0,219.0,35.77323611625,52.37746,9.74169,52.318916,10.231892
562,Hannover Hbf,Uelzen,2751,1035500,255162,11,ICE 12,558591.0,343.0,93.18794641736096,52.37726,9.74143,52.969612,10.553516
563,Hannover Hbf,Wolfsburg Hbf,10096,37945,286285,5,ICE 10,402576.0,259.0,75.31339999443566,52.37734,9.741547,52.429382,10.787698
564,Hannover Messe/Laatzen,Celle,37222,273218,403706,9,ICE 26,665982.0,281.0,45.05893519830196,52.3169,9.792863,52.620457,10.062468
565,Hannover Messe/Laatzen,Frankfurt(Main)Hbf,36508,563718,619095,3,ICE 16,16269.0,393.0,330.0552303247912,52.316975,9.792607,50.10636,8.662772
566,Hannover Messe/Laatzen,Göttingen,36576,78113,403706,4,ICE 16,378557.0,348.0,92.4273169612908,52.3169,9.792863,51.536865,9.92561
567,Hannover Messe/Laatzen,Hamburg-Harburg,14016,311406,403706,7,ICE 25,23166.0,337.0,160.72634295414798,52.3169,9.792863,53.45627,9.992209
568,Hannover Messe/Laatzen,Lüneburg,42395,561622,403706,7,ICE 22,618982.0,314.0,132.11521310590666,52.3169,9.792863,53.249535,10.419739
569,Hannover Messe/Laatzen,Nienburg(Weser),14282,486045,403706,7,ICE 25,488107.0,341.0,62.98471203994581,52.3169,9.792863,52.64541,9.218015
570,Hannover Messe/Laatzen,Wolfsburg Hbf,37840,105226,120109,5,ICE 24,402576.0,273.0,76.88328340219873,52.317005,9.792903,52.429382,10.787698
571,Hannover-Linden/Fischerhof,Braunschweig Hbf,20684,4360,417260,16,IC 56,406072.0,333.0,63.95725479970981,52.35257,9.723688,52.25223,10.540921
572,Hannover-Linden/Fischerhof,Nienburg(Weser),21144,824240,594545,6,IC 56,488107.0,291.0,56.8515990790883,52.352795,9.722646,52.64541,9.218015
573,Hannover-Linden/Fischerhof,Peine,20965,625100,417260,12,IC 56,43801.0,238.0,38.114107756768206,52.35257,9.723688,52.318916,10.231892
574,Hannover-Linden/Fischerhof,Wunstorf,20541,3827,594545,6,IC 56,181138.0,304.0,23.066643405801464,52.352795,9.722646,52.422367,9.451418
575,Hauptbahnhof,Bamberg,22003,38055,356159,10,ICE 18,590855.0,463.0,128.2831520007757,50.97211,11.037261,49.900597,10.899735
576,Hauptbahnhof,Coburg,33906,145684,356159,5,ICE 28,372584.0,274.0,87.40317125441169,50.97211,11.037261,50.26347,10.957452
577,Hauptbahnhof,Eisenach Hbf,23662,52301,356159,9,ICE 11,456782.0,657.0,56.85218093383769,50.97211,11.037261,50.975952,10.331229
578,Hauptbahnhof,Erlangen,33609,108855,356159,8,ICE 28,173118.0,318.0,166.97821214537288,50.97211,11.037261,49.596157,11.001488
579,Hauptbahnhof,Frankfurt(Main)Hbf,18481,51905,356159,3,ICE 15,16269.0,231.0,257.5699467388618,50.97211,11.037261,50.10636,8.662772
580,Hauptbahnhof,Frankfurt(Main)Süd,18466,44673,356159,3,ICE 15,273266.0,323.0,253.156350881795,50.97211,11.037261,50.099205,8.685283
581,Hauptbahnhof,Fürth(Bay)Hbf,43122,919187,356159,4,ICE 29,604708.0,288.0,182.8046733944133,50.97211,11.037261,49.469707,10.989988
582,Hauptbahnhof,Gotha,25011,71214,356159,4,ICE 50,671938.0,297.0,27.892754046573888,50.97211,11.037261,50.93907,10.712568
583,Hauptbahnhof,Halle(Saale)Hbf,18398,29414,356159,2,ICE 15,199582.0,377.0,92.30595541521924,50.97211,11.037261,51.47751,11.987085
584,Hauptbahnhof,Jena Paradies,39232,855391,356159,6,IC 17,157607.0,473.0,43.57285335301442,50.97211,11.037261,50.924854,11.587461
585,Hauptbahnhof,Leipzig Hbf,34255,5768,356159,4,ICE 28,233006.0,286.0,117.09015509939262,50.97211,11.037261,51.34547,12.382064
586,Hauptbahnhof,Nürnberg Hbf,43067,7048,356159,4,ICE 29,656568.0,238.0,190.5960876049579,50.97211,11.037261,49.44541,11.082291
587,Hauptbahnhof,Weimar,22906,106893,356159,11,ICE 11,174352.0,561.0,21.44509035458391,50.97211,11.037261,50.991486,11.326458
588,Hauptbahnhof,Würzburg Hbf,21717,1301557,356159,9,ICE 18,188918.0,386.0,200.0703786059983,50.97211,11.037261,49.801796,9.93578
589,Heide(Holst),Husum,32169,53087,175276,16,IC 26,221165.0,430.0,34.40674189178582,54.19306,9.101122,54.471985,9.05636
590,Heide(Holst),Itzehoe,12766,304367,225482,5,IC 29,628644.0,294.0,59.25194156903872,54.19317,9.100833,53.924114,9.510069
591,Heidelberg Hbf,Esslingen(Neckar),12488,425916,468518,4,EC 62,143801.0,307.0,99.26481260020977,49.403625,8.674905,48.738544,9.300522
592,Heidelberg Hbf,Frankfurt(Main)Hbf,4024,466841,374089,5,ICE 12,15887.0,377.0,87.15970194442404,49.40357,8.675442,50.106262,8.662941
593,Heidelberg Hbf,Karlsruhe Hbf,35664,43002,374089,6,ICE 20,481167.0,296.0,54.00720804138777,49.40357,8.675442,48.99385,8.401009
594,Heidelberg Hbf,Mannheim Hbf,24328,48134,80032,2,ICE 32,452421.0,117.0,16.981831372804574,49.40382,8.674716,49.47928,8.47008
595,Heidelberg Hbf,Stuttgart Hbf,6273,12442,468518,18,ICE 42,304723.0,627.0,91.42258642591476,49.403625,8.674905,48.784748,9.183217
596,Heidelberg Hbf,Vaihingen(Enz),30299,41213,468518,15,IC 55,85699.0,407.0,63.22219203762192,49.403625,8.674905,48.948555,8.956527
597,Heidelberg Hbf,Weinheim(Bergstr)Hbf,31933,281157,289162,3,IC 62,601305.0,124.0,22.654118875569687,49.40392,8.674851,49.553547,8.665607
598,Heidelberg Hbf,Wiesloch-Walldorf,30811,58231,468518,24,IC 55,408463.0,585.0,12.926412481798655,49.403625,8.674905,49.291042,8.664242
599,Helmstedt,Braunschweig Hbf,20539,3827,355869,4,IC 56,331031.0,304.0,36.08132021685108,52.22185,11.010084,52.25227,10.54085
600,Helmstedt,Magdeburg Hbf,20686,4360,242101,18,IC 56,105607.0,333.0,47.92876299540165,52.22181,11.010192,52.130512,11.626963
601,Herford,Bad Oeynhausen,31100,76081,157832,10,IC 55,237515.0,233.0,16.749317036235666,52.119358,8.663667,52.205257,8.795962
602,Herford,Bielefeld Hbf,9713,23485,513363,6,ICE 10,597977.0,298.0,13.667711175999152,52.119453,8.663415,52.02962,8.532917
603,Herford,Hannover Hbf,40231,368508,157832,15,ICE 14,286285.0,316.0,95.13207879810824,52.119358,8.663667,52.37734,9.741547
604,Hermsdorf-Klosterlausnitz,Gera Hbf,18926,200842,554454,21,IC 51,291914.0,336.0,20.01088377170668,50.903778,11.858626,50.883423,12.077092
605,Hermsdorf-Klosterlausnitz,Stadtroda,18929,260007,554454,1,IC 51,48121.0,158.0,4.656975402823589,50.903778,11.858626,50.868217,11.722792
606,Herrenberg,Böblingen,39596,245,414158,10,IC 87,502699.0,118.0,16.707881420635744,48.593933,8.862895,48.687847,9.004641
607,Herrenberg,Gäufelden,39778,5139,365900,1,IC 87,378218.0,98.0,0.6735176622597748,48.594112,8.862716,48.559734,8.85004
608,Herzogenrath,Aachen Hbf,40057,1031159,49087,18,ICE 14,175106.0,316.0,15.453692146497763,50.870914,6.094486,50.7678,6.091499
609,Herzogenrath,Geilenkirchen,40217,368508,49087,1,ICE 14,113417.0,316.0,11.485899422872969,50.870914,6.094486,50.96104,6.124518
610,Hildesheim Hbf,Braunschweig Hbf,5074,12227,52563,6,ICE 13,406072.0,259.0,42.83389633331053,52.160027,9.952812,52.25223,10.540921
611,Hildesheim Hbf,Göttingen,3546,20163,60578,5,ICE 12,378557.0,371.0,79.04665593576283,52.160275,9.952633,51.536865,9.92561
612,Homburg(Saar)Hbf,Kaiserslautern Hbf,36452,137410,60312,1,ICE 16,325339.0,375.0,35.261253438175515,49.327587,7.33657,49.435856,7.768559
613,Homburg(Saar)Hbf,Landstuhl,12515,531443,60312,1,EC 62,534284.0,341.0,19.861060348207904,49.327587,7.33657,49.416283,7.56624
614,Homburg(Saar)Hbf,Saarbrücken Hbf,12442,123321,369700,14,EC 62,382543.0,350.0,30.987642080682757,49.327637,7.336362,49.241337,6.991009
615,Horb,Bondorf(b Herrenberg),39593,245,434585,7,IC 87,8955.0,118.0,16.85888539846652,48.44146,8.688829,48.52329,8.827852
616,Horb,Böblingen,40023,95160,434585,3,IC 87,449942.0,110.0,41.2490923343926,48.44146,8.688829,48.688004,9.00438
617,Horb,Eutingen im Gäu,39658,325570,434585,0,IC 87,400850.0,149.0,9.65537993109728,48.44146,8.688829,48.479736,8.782361
618,Horb,Herrenberg,39766,453577,434585,8,IC 87,414158.0,114.0,25.53123993737979,48.44146,8.688829,48.593933,8.862895
619,Horb,Rottweil,39359,107015,132445,2,IC 87,472515.0,113.0,42.9066667680401,48.441597,8.688775,48.16566,8.639871
620,Horb,Sulz(Neckar),39574,2297,132445,2,IC 87,304272.0,141.0,14.335269764461495,48.441597,8.688775,48.367573,8.637867
621,Hude,Delmenhorst,20678,4360,423063,10,IC 56,15104.0,333.0,14.396704973270058,53.10924,8.460892,53.05279,8.629758
622,Hude,Oldenburg(Oldb)Hbf,20547,3827,1247,12,IC 56,106284.0,304.0,16.974893052139752,53.10929,8.460912,53.14432,8.222713
623,Husum,Heide(Holst),12765,304367,379849,4,IC 29,225482.0,294.0,34.40674189178582,54.471897,9.056276,54.19317,9.100833
624,Husum,Niebüll,32170,53087,221165,17,IC 26,487039.0,430.0,40.26112053603618,54.471985,9.05636,54.789566,8.834805
625,Ingolstadt Hbf,München Hbf,14716,7165,531671,9,ICE 25,480219.0,358.0,80.6848915636421,48.745197,11.436111,48.140812,11.557644
626,Ingolstadt Hbf,Nürnberg Hbf,17613,936369,448875,1,ICE 41,656568.0,293.0,89.68427839728467,48.744904,11.436021,49.44541,11.082291
627,"Ingolstadt, Hauptbahnhof",Fürth(Bay)Hbf,17592,919313,469223,1,ICE 41,406150.0,194.0,97.49033816944296,48.745193,11.435967,49.47032,10.990663
628,"Ingolstadt, Hauptbahnhof",Nürnberg Hbf,14555,630,469223,1,ICE 25,656568.0,354.0,89.68427839728467,48.745193,11.435967,49.44541,11.082291
629,"Ingolstadt, Hauptbahnhof",Treuchtlingen,17398,801745,469223,1,ICE 41,106474.0,219.0,55.61630155611835,48.745193,11.435967,48.961266,10.908159
630,"Ingolstadt, Hauptbahnhof",Würzburg Hbf,13841,244865,469223,1,ICE 25,51167.0,475.0,191.66554053620132,48.745193,11.435967,49.80213,9.935987
631,Itzehoe,Hamburg Dammtor,12767,304367,628644,6,IC 29,141544.0,294.0,68.46711065064328,53.924114,9.510069,53.560757,9.989569
632,Itzehoe,Hamburg Hbf,21561,787835,628644,4,IC 39,209783.0,401.0,68.96525941753711,53.924114,9.510069,53.55271,10.007025
633,Itzehoe,Heide(Holst),32168,53087,94904,15,IC 26,175276.0,430.0,59.25194156903871,53.924175,9.510147,54.19306,9.101122
634,Jena Paradies,Hauptbahnhof,39263,890666,157607,11,IC 17,356159.0,436.0,43.57285335301441,50.924854,11.587461,50.97211,11.037261
635,Jena Paradies,Jena-Göschwitz,34178,43883,157607,9,ICE 28,247296.0,290.0,5.208321583344065,50.924854,11.587461,50.88394,11.593537
636,Jena Paradies,Naumburg(Saale)Hbf,38923,11735,157607,11,IC 17,589735.0,426.0,45.47011003324513,50.924854,11.587461,51.16307,11.796984
637,Jena West,Jena-Göschwitz,18923,200842,522127,18,IC 51,247296.0,336.0,5.119020011172892,50.923286,11.577848,50.88394,11.593537
638,Jena West,Weimar,18932,260007,522127,4,IC 51,174352.0,158.0,22.22995571694496,50.923286,11.577848,50.991486,11.326458
639,Jena-Göschwitz,Jena Paradies,38922,11735,247296,10,IC 17,157607.0,426.0,5.208321583344064,50.88394,11.593537,50.924854,11.587461
640,Jena-Göschwitz,Jena West,18931,260007,247296,3,IC 51,522127.0,158.0,5.119020011172889,50.88394,11.593537,50.923286,11.577848
641,Jena-Göschwitz,Rudolstadt(Thür),22810,96675,247296,4,IC 61,584500.0,384.0,33.84343961115315,50.88394,11.593537,50.71793,11.338899
642,Jena-Göschwitz,Saalfeld(Saale),38800,101802,247296,8,IC 17,178004.0,479.0,45.62088148110326,50.88394,11.593537,50.650272,11.374583
643,Jena-Göschwitz,Stadtroda,18924,200842,247296,19,IC 51,48121.0,336.0,16.893843679261575,50.88394,11.593537,50.868217,11.722792
644,Kaiserslautern Hbf,Homburg(Saar)Hbf,12441,123321,422842,13,EC 62,369700.0,350.0,35.26125343817551,49.435905,7.768532,49.327637,7.336362
645,Kaiserslautern Hbf,Mannheim Hbf,28589,29782,325339,1,ICE 82,140917.0,116.0,63.772478029718926,49.435856,7.768559,49.479134,8.4699
646,Kaiserslautern Hbf,Neustadt(Weinstr)Hbf,36453,137410,325339,2,ICE 16,144930.0,375.0,33.54589103338376,49.435856,7.768559,49.34955,8.141557
647,Kaiserslautern Hbf,Saarbrücken Hbf,28585,263675,422842,2,ICE 82,454287.0,126.0,66.22207853100234,49.435905,7.768532,49.24148,6.991045
648,Karlsruhe Hbf,Baden-Baden,3690,2771,279825,12,ICE 12,55182.0,488.0,28.98046130497089,48.993732,8.401071,48.790478,8.190417
649,Karlsruhe Hbf,Bruchsal,17810,200659,592384,0,ICE 60,183214.0,151.0,22.22640133671136,48.99332,8.401422,49.125088,8.590113
650,Karlsruhe Hbf,Frankfurt(Main)Süd,28628,563532,482437,2,ICE 82,309054.0,333.0,131.23216659733856,48.993675,8.401116,50.099064,8.686108
651,Karlsruhe Hbf,Freiburg(Breisgau) Hbf,41156,34419,279825,17,EC 43,536141.0,518.0,131.55993312002133,48.993732,8.401071,47.997765,7.841295
652,Karlsruhe Hbf,Heidelberg Hbf,4023,466841,482437,4,ICE 12,374089.0,377.0,54.00720804138778,48.993675,8.401116,49.40357,8.675442
653,Karlsruhe Hbf,Karlsruhe-Durlach,17753,1200746,598768,0,ICE 60,419001.0,46.0,5.294895989401535,48.99321,8.401458,49.002167,8.462489
654,Karlsruhe Hbf,Mannheim Hbf,35904,7405,482437,4,ICE 20,140917.0,365.0,60.45973999858647,48.993675,8.401116,49.479134,8.4699
655,Karlsruhe Hbf,Offenburg,3303,14291,279825,2,ICE 12,265599.0,121.0,68.89196403665353,48.993732,8.401071,48.476475,7.946723
656,Karlsruhe Hbf,Pforzheim Hbf,22620,3418,348307,0,IC 61,235346.0,51.0,31.57729639315362,48.99302,8.401575,48.89414,8.702699
657,Karlsruhe Hbf,Ringsheim/Europa-Park,43562,412321,279825,2,ECE 85,65519.0,121.0,99.83791659224646,48.993732,8.401071,48.248688,7.772987
658,Karlsruhe Hbf,Stuttgart Hbf,17915,500791,598768,0,ICE 60,304723.0,36.0,78.8036901734342,48.99321,8.401458,48.784748,9.183217
659,Karlsruhe Hbf,Vaihingen(Enz),22409,1011579,348307,0,IC 61,85699.0,54.0,50.60154001918843,48.99302,8.401575,48.948555,8.956527
660,Karlsruhe-Durlach,Bruchsal,17754,1200746,419001,1,ICE 60,183214.0,46.0,16.95957156879012,49.002167,8.462489,49.125088,8.590113
661,Karlsruhe-Durlach,Karlsruhe Hbf,17805,173367,301718,2,ICE 60,592384.0,105.0,5.292756811200947,49.002155,8.462328,48.99332,8.401422
662,Kassel-Wilhelmshöhe,Bebra,18990,605324,622425,11,IC 51,613730.0,301.0,54.13146110836984,51.312435,9.448181,50.969566,9.797788
663,Kassel-Wilhelmshöhe,Eisenach Hbf,18918,200842,622425,13,IC 51,456782.0,336.0,99.1586752421838,51.312435,9.448181,50.975952,10.331229
664,Kassel-Wilhelmshöhe,Frankfurt(Main)Hbf,42142,13123,622425,4,ICE 22,69369.0,291.0,193.0860435582396,51.312435,9.448181,50.106148,8.663123
665,Kassel-Wilhelmshöhe,Frankfurt(Main)Süd,35340,176681,622425,4,ICE 20,273266.0,338.0,188.6724150334473,51.312435,9.448181,50.099205,8.685283
666,Kassel-Wilhelmshöhe,Fulda,14712,7165,622425,5,ICE 25,543565.0,358.0,89.73952212817392,51.312435,9.448181,50.555016,9.683904
667,Kassel-Wilhelmshöhe,Göttingen,14559,630,622425,5,ICE 25,418089.0,354.0,44.59809396899432,51.312435,9.448181,51.53674,9.925647
668,Kassel-Wilhelmshöhe,Mannheim Hbf,35432,24136,622425,4,ICE 20,24994.0,391.0,266.1036604028961,51.312435,9.448181,49.478836,8.469559
669,Kassel-Wilhelmshöhe,Offenbach(Main)Hbf,35019,1286687,622425,4,ICE 20,369738.0,335.0,183.30525032376616,51.312435,9.448181,50.09889,8.758983
670,Kassel-Wilhelmshöhe,Treysa,37533,769615,622425,9,ICE 26,605081.0,272.0,58.496493478204506,51.312435,9.448181,50.91066,9.185673
671,Kassel-Wilhelmshöhe,Wabern(Bz Kassel),36897,12659,622425,2,ICE 26,309741.0,181.0,30.17686099868317,51.312435,9.448181,51.103134,9.35804
672,Kassel-Wilhelmshöhe,Warburg(Westf),17387,79975,622425,3,ICE 41,154591.0,269.0,51.20284963291504,51.312435,9.448181,51.492992,9.164235
673,Kassel-Wilhelmshöhe,Würzburg Hbf,21420,220176,622425,8,ICE 89,542958.0,409.0,182.8499241778448,51.312435,9.448181,49.801895,9.935897
674,Keitum,Klanxbüll,12762,304367,161277,1,IC 29,410589.0,294.0,21.02954999610241,54.888973,8.368772,54.862103,8.676329
675,Keitum,Westerland(Sylt),21489,1141908,161277,16,IC 39,80535.0,383.0,4.602338703630549,54.888973,8.368772,54.90696,8.311079
676,Kiel Hbf,Neumünster,6255,12442,522537,0,ICE 42,262883.0,627.0,31.169507254633444,54.31442,10.131609,54.075653,9.979683
677,Klanxbüll,Niebüll,12763,304367,410589,2,IC 29,41061.0,294.0,14.87557609937148,54.862103,8.676329,54.789547,8.834721
678,Koblenz Hbf,Andernach,29799,163320,333033,0,IC 55,304313.0,448.0,17.832524462777002,50.35093,7.588345,50.434544,7.404839
679,Koblenz Hbf,Bingen(Rhein) Hbf,1854,99424,333033,8,ICE 39,303765.0,495.0,60.69144599097663,50.35093,7.588345,49.969147,7.882717
680,Koblenz Hbf,Bonn Hbf,1180,64738,333033,9,ICE 39,378779.0,612.0,59.04027869817604,50.35093,7.588345,50.731956,7.097364
681,Koblenz Hbf,Bonn-Beuel,31090,76081,333033,0,IC 55,536100.0,233.0,60.00583379190224,50.35093,7.588345,50.737896,7.12815
682,Koblenz Hbf,Düsseldorf Hbf,33304,76794,333033,9,ICE 91,657998.0,450.0,123.96013035499752,50.35093,7.588345,51.219505,6.794866
683,Koblenz Hbf,Köln Hbf,31808,98354,333033,5,IC 55,125814.0,248.0,92.3180973550846,50.35093,7.588345,50.94303,6.958729
684,Koblenz Hbf,Köln Messe/Deutz,160,114295,333033,3,ICE 39,497939.0,430.0,88.50905502826869,50.35093,7.588345,50.940674,6.975858
685,Koblenz Hbf,Köln Messe/Deutz Gl.11-12,32864,37809,333033,8,ICE 91,427014.0,499.0,88.78180886109591,50.35093,7.588345,50.9416,6.973954
686,Koblenz Hbf,Linz(Rhein),31124,76919,333033,4,IC 55,87045.0,287.0,36.94161036401047,50.35093,7.588345,50.569336,7.276032
687,Koblenz Hbf,Mainz Hbf,30296,41213,333033,12,IC 55,149884.0,407.0,91.72661012105412,50.35093,7.588345,50.001118,8.25872
688,Koblenz Hbf,Mainz-Kastel,30389,43999,333033,12,IC 55,589102.0,449.0,94.4332940090575,50.35093,7.588345,50.00722,8.282239
689,Koblenz Hbf,Solingen Hbf,32672,160041,333033,9,ICE 91,368958.0,444.0,111.78718841721212,50.35093,7.588345,51.160767,7.004187
690,Krefeld Hbf,Duisburg Hbf,40223,368508,616922,7,ICE 14,324446.0,316.0,20.317961213638565,51.32541,6.569613,51.429867,6.776882
691,Krefeld Hbf,Viersen,40051,1031159,100003,12,ICE 14,44097.0,316.0,15.224844994679511,51.325718,6.569885,51.254642,6.404907
692,Kreuztal,Lennestadt-Altenhundem,2358,142446,117187,2,IC 34,163368.0,99.0,22.352930839741795,50.95596,7.991961,51.103645,8.071282
693,Kreuztal,Siegen-Weidenau,2460,24344,512495,9,IC 34,507878.0,192.0,8.03938365075749,50.955246,7.992805,50.895786,8.02978
694,Kronach,Lichtenfels Bahnhof,22814,96675,340981,8,IC 61,325507.0,384.0,23.54026447893389,50.239956,11.320165,50.14574,11.05995
695,Kronach,Ludwigsstadt Bahnhof,22611,329890,622530,14,IC 61,293627.0,402.0,32.72813453025602,50.239956,11.320291,50.48694,11.383083
696,Köln Hbf,Aachen Hbf,40482,2109,125814,2,ICE 79,175106.0,102.0,76.61925241299433,50.94303,6.958729,50.7678,6.091499
697,Köln Hbf,Bonn Hbf,30806,58231,125814,19,IC 55,89956.0,585.0,33.27990045105643,50.94303,6.958729,50.731834,7.097284
698,Köln Hbf,Bonn-Beuel,29936,230360,125814,11,IC 55,345578.0,358.0,48.385452905121184,50.94303,6.958729,50.738205,7.127862
699,Köln Hbf,Dortmund Hbf,25967,1453265,440409,3,ICE 43,237500.0,285.0,95.90349733369104,50.9433,6.958485,51.5176,7.458793
700,Köln Hbf,Düren,620,204456,125814,8,ICE 39,104569.0,283.0,45.75642726737576,50.94303,6.958729,50.809517,6.482451
701,Köln Hbf,Düsseldorf Hbf,7078,28736,440409,7,ICE 42,580766.0,488.0,40.31353617641115,50.9433,6.958485,51.219433,6.795027
702,Köln Hbf,Frankfurt(M) Flughafen Fernbf,7261,39197,266079,11,ICE 42,298350.0,484.0,185.31991090340009,50.943333,6.958566,50.053165,8.570185
703,Köln Hbf,Frankfurt(Main)Hbf,40538,539013,125814,5,ICE 79,88255.0,223.0,196.53427594429604,50.94303,6.958729,50.10696,8.662195
704,Köln Hbf,Koblenz Hbf,1402,806639,440409,9,ICE 39,333033.0,396.0,90.30424760568664,50.9433,6.958485,50.35093,7.588345
705,Köln Hbf,Köln Messe/Deutz,7415,45917,125814,0,ICE 42,497939.0,267.0,18.258148534989804,50.94303,6.958729,50.940674,6.975858
706,Köln Hbf,Köln/Bonn Flughafen,27641,97757,440409,0,ICE 49,430315.0,89.0,15.400762219940212,50.9433,6.958485,50.879154,7.119158
707,Köln Hbf,Mainz Hbf,6843,160621,266079,10,ICE 42,149884.0,455.0,183.89384656210305,50.943333,6.958566,50.001118,8.25872
708,Köln Hbf,Mönchengladbach Hbf,2030,199582,440409,2,ICE 78,512781.0,131.0,52.513866547059294,50.9433,6.958485,51.196697,6.446014
709,Köln Hbf,Siegburg/Bonn,6268,12442,266079,13,ICE 42,475849.0,627.0,42.25453908847528,50.943333,6.958566,50.79388,7.202485
710,Köln Hbf,Solingen Hbf,33378,84293,125814,11,ICE 91,117724.0,434.0,44.64528431989679,50.94303,6.958729,51.161083,7.004119
711,Köln Hbf,Wiesbaden Hbf,25767,13486,266079,11,ICE 43,180381.0,381.0,181.7493582302319,50.943333,6.958566,50.069477,8.244631
712,Köln Hbf,Wuppertal Hbf,10091,37945,125814,0,ICE 10,485611.0,259.0,62.30349204095035,50.94303,6.958729,51.254597,7.150042
713,Köln Messe/Deutz,Bonn-Beuel,31481,903777,379374,11,IC 55,345578.0,353.0,30.12761118184833,50.94096,6.975957,50.738205,7.127862
714,Köln Messe/Deutz,Düsseldorf Hbf,5733,103499,497939,1,ICE 42,580766.0,259.0,38.79121251956459,50.940674,6.975858,51.219433,6.795027
715,Köln Messe/Deutz,Köln Hbf,27505,14325,47985,5,ICE 49,125814.0,82.0,18.25814853498981,50.940876,6.975921,50.94303,6.958729
716,Köln Messe/Deutz,Solingen Hbf,7416,45917,497939,1,ICE 42,368958.0,267.0,26.659860001154613,50.940674,6.975858,51.160767,7.004187
717,Köln Messe/Deutz Gl.11-12,Bonn-Beuel,41112,23495,314686,5,EC 43,345578.0,351.0,30.400365014675536,50.941566,6.973855,50.738205,7.127862
718,Köln Messe/Deutz Gl.11-12,Düsseldorf Hbf,16208,2305,427014,5,ICE 41,657998.0,229.0,38.82508194949344,50.9416,6.973954,51.219505,6.794866
719,Köln Messe/Deutz Gl.11-12,Frankfurt(M) Flughafen Fernbf,16114,18399,314686,5,ICE 41,298350.0,255.0,167.3348230129544,50.941566,6.973855,50.053165,8.570185
720,Köln Messe/Deutz Gl.11-12,Frankfurt(Main)Hbf,1778,952548,314686,7,ICE 39,582590.0,543.0,178.5545575608448,50.941566,6.973855,50.106102,8.663151
721,Köln Messe/Deutz Gl.11-12,Koblenz Hbf,1853,99424,314686,7,ICE 39,333033.0,495.0,88.78180886109593,50.941566,6.973855,50.35093,7.588345
722,Köln Messe/Deutz Gl.11-12,Köln/Bonn Flughafen,16181,21243,314686,5,ICE 41,430315.0,282.0,13.877984843653412,50.941566,6.973855,50.879154,7.119158
723,Köln Messe/Deutz Gl.11-12,Mainz Hbf,32903,3972,314686,4,ICE 91,149884.0,459.0,170.12179006734544,50.941566,6.973855,50.001118,8.25872
724,Köln Messe/Deutz Gl.11-12,Montabaur,16285,26908,314686,3,ICE 41,646191.0,315.0,87.9193390691479,50.941566,6.973855,50.444836,7.825333
725,Köln Messe/Deutz Gl.11-12,Siegburg/Bonn,12131,5903,314686,5,ICE 47,475849.0,309.0,48.27502691278104,50.941566,6.973855,50.79388,7.202485
726,Köln Messe/Deutz Gl.11-12,Solingen Hbf,33244,66517,314686,10,ICE 91,117724.0,439.0,26.661974171683177,50.941566,6.973855,51.161083,7.004119
727,Köln/Bonn Flughafen,Düsseldorf Hbf,16610,422204,567251,9,ICE 41,657998.0,295.0,49.054518666376666,50.879063,7.11958,51.219505,6.794866
728,Köln/Bonn Flughafen,Frankfurt(M) Flughafen Fernbf,16641,42586,430315,6,ICE 41,298350.0,264.0,159.3141402349333,50.879154,7.119158,50.053165,8.570185
729,Köln/Bonn Flughafen,Köln Hbf,40350,331374,567251,9,ICE 45,266079.0,175.0,31.86341136579514,50.879063,7.11958,50.943333,6.958566
730,Köln/Bonn Flughafen,Köln Messe/Deutz Gl.11-12,15731,13061,567251,9,ICE 41,314686.0,348.0,13.87798484365341,50.879063,7.11958,50.941566,6.973855
731,Köln/Bonn Flughafen,Mainz Hbf,27490,1402644,430315,1,ICE 49,149884.0,187.0,162.10110728932435,50.879154,7.119158,50.001118,8.25872
732,Köln/Bonn Flughafen,Siegburg/Bonn,16182,21243,430315,6,ICE 41,475849.0,282.0,58.98550503883572,50.879154,7.119158,50.79388,7.202485
733,Königs Wusterhausen,Berlin Ostkreuz,21196,842357,650399,3,IC 56,572319.0,423.0,27.31260608245007,52.29666,13.63135,52.50304,13.468615
